symptom_text,prognosis
"I've recently struggled with a really irritating skin rash. There are blackheads and pus-filled pimples all over it. Additionally, my skin has been scurring a lot.",Acne
I've recently been dealing with an itching rash on my skin. It's covered in pus-filled pimples and blackheads. My skin has also been quite sensitive.,Acne
"I have been feeling extremely tired and weak, and I've also been coughing a lot with difficulty breathing. My fever is very high, and I'm producing a lot of mucus when I cough.",Bronchial Asthma
"I've got a cough that won't go away, and I'm exhausted. I've been coughing up thick mucous and my fever is also pretty high.",Bronchial Asthma
"I have a persistent cough and have been feeling quite fatigued. My fever is through the roof, and I'm having trouble breathing. When I cough, I also cough up a lot of mucous.",Bronchial Asthma
"I've been having issues with exhaustion, a dry cough, and breathing. I have a very high fever and have been coughing up a lot of thick, mucoid phlegm.",Bronchial Asthma
"I feel really fatigued and weak, and I have a bad cough. My fever is really high, and my breathing has become shallow. When I cough, a lot of saliva comes out as well.",Bronchial Asthma
"I've had a lot of sleepiness, a cough that refuses to go away, and breathing difficulty. I've been coughing up a lot of thick, mucoid saliva and have a high fever.",Bronchial Asthma
"doctor, i have been having high fever since past few days , saliva also became thick , dry cough , weakness also seen",Bronchial Asthma
"I have a cough that has continued for days, and I feel really weak and tired. My fever is high, and my breath has become strained. When I cough, I also generate a lot of mucus.",Bronchial Asthma
"Mom, Dad, I've been feeling really tired and weak lately, and I've had this cough that just won't go away. It's been hard for me to catch my breath, and my fever has been really high. When I cough, I've been producing a lot of mucus.",Bronchial Asthma
"Hey Mom, Hey Dad, I've been feeling really exhausted lately and have had this persistent cough. My breathing has become shallow, and my fever is very high. I've also been coughing up a lot of thick, mucoid sputum",Bronchial Asthma
"Recently, I've felt quite weak and exhausted, and I've also had a cough that simply won't go away. My fever has been really high, and it has been challenging for me to catch my breath. I've been making a lot of mucous when I cough.",Bronchial Asthma
"I've felt terribly weak and drained, and I've also had a cough that that won't go away. My fever has been exceptionally high, and it has been challenging to try to catch my breath. I've been creating a lot of mucous when I cough.",Bronchial Asthma
"I'm feeling really tired and weak lately, and I've had this cough that just won't go away. My breathing has become shallow, and my fever has been really high. When I cough, I've been producing a lot of thick, mucoid sputum",Bronchial Asthma
"feeling extremely exhausted and have had this persistent cough. It's been hard for me to catch my breath, and my fever is very high. I've also been producing a lot of mucus when I cough",Bronchial Asthma
"I've been struggling with fatigue and a constant cough that's been making it difficult to breathe. My fever is high, and I've been coughing up a lot of thick, mucoid sputum.",Bronchial Asthma
"I've had a nagging cough that won't go away, and my breathing has become labored. My fever is also very high, and I'm feeling very weak and tired. I've been producing a lot of mucus when I cough",Bronchial Asthma
"I've been experiencing a high fever, a persistent cough, and shortness of breath. I've also been producing a lot of thick, mucoid sputum, and I'm feeling very tired and weak.",Bronchial Asthma
"I've been having breathing issues, a persistent cough, and exhaustion. I've been coughing up a lot of thick, mucoid sputum and have a very high fever. I'm just feeling so drained and tired from having to deal with all of this.",Bronchial Asthma
"I've had this cough that's been lingering for days and difficulty breathing. My fever is sky-high, and I'm feeling so weak and tired. I've also been producing a lot of mucus when I cough, and it's just been so overwhelming to deal with all of these symptoms. I'm getting so frustrated with all of this.",Bronchial Asthma
"I've had a persistent cough for days, and I also have breathing problems. I'm so weak and exhausted, and my fever is through the roof. It's been very difficult to manage all of these symptoms, and I've also been coughing up a lot of mucus. I'm becoming so angry over everything.",Bronchial Asthma
"I've been struggling with difficulty breathing, a constant cough, and fatigue. My fever is extremely high, and I've been coughing up a lot of thick, mucoid sputum. It's been so hard to deal with all of this, and I'm just feeling so drained and worn out",Bronchial Asthma
"I've been having breathing issues, a persistent cough, and exhaustion. I've been coughing up a lot of thick, mucoid sputum and have a very high fever. I'm just feeling so exhausted and tired from having to cope with all of this.",Bronchial Asthma
"I've been feeling really ill lately. I've had this persistent cough and difficulty breathing, and my fever has been off the charts. I'm also feeling extremely exhausted, and I've been producing a lot of mucus when I cough. It's just been so overwhelming to deal with all of these symptoms",Bronchial Asthma
"Recently, I've been feeling terrible. My fever has been through the roof, and I've had a persistent cough and breathing problems. I've been coughing up a lot of phlegm and am also feeling quite weary. Dealing with all of these symptoms has been quite difficult.",Bronchial Asthma
"I've had a fever, a cough that won't go away, and shortness of breath. In addition, I've been coughing up a lot of thick, mucoid saliva and I feel quite worn out and weak.",Bronchial Asthma
"Hey, I've had a dry cough, breathing difficulties, as well as a high fever. a lot of mucous is being produced, and I feel incredibly weak and tired.""",Bronchial Asthma
"Recently, I have had a number of concerning symptoms, including a dry cough, impaired breathing, a high fever, and a lot of mucus. I also feel very weak and tired.",Bronchial Asthma
"I am currently dealing with a number of health issues, including a dry cough, difficulty breathing, a high fever, and increased mucus production. I am also feeling very weak and tired",Bronchial Asthma
